507    1062
481     540
___________________________________________________________
Result of Year   2010   :
541     600
___________________________________________________________
Result of Year   2015   :
28018 28018
-100.0 ab initio , arabidopsis thaliana
-100.0 radial basis function , missing data
-100.0 radial basis function , molecular mechanism
-100.0 radial basis function , muscle fatigue
-100.0 radial basis function , neuropsychological tests
-100.0 radial basis function , older people
-100.0 radial basis function , parietal cortex
-100.0 radial basis function , particulate matter
-100.0 radial basis function , pathological diagnosis
-100.0 radial basis function , plasmodium falciparum
-100.0 radial basis function , primary visual cortex
-100.0 radial basis function , protein sequence
-100.0 radial basis function , protein sequences
-100.0 radial basis function , protein structure
-100.0 radial basis function , protein structure prediction
-100.0 radial basis function , pseudo amino acid composition
-100.0 radial basis function , quality control
-100.0 radial basis function , regional homogeneity
-100.0 radial basis function , retinal nerve fiber layer
-100.0 radial basis function , structure prediction
-100.0 radial basis function , treatment planning
-100.0 radial basis function , tumor classification
-100.0 radial basis function , vascular disease
-100.0 radial basis function , visual cortex
-100.0 radial basis function , visual field
-100.0 raman spectroscopy , blood plasma
-100.0 raman spectroscopy , cell viability
-100.0 raman spectroscopy , clinical diagnosis
-100.0 raman spectroscopy , gastric cancer
-100.0 raman spectroscopy , inflammatory bowel disease
-100.0 raman spectroscopy , magnetic resonance
-100.0 raman spectroscopy , molecular classification
-100.0 raman spectroscopy , quality control
-100.0 raman spectroscopy , real-world data
-100.0 raman spectroscopy , ulcerative colitis
-100.0 random forest , bone age
-100.0 random forest , brain volume
-100.0 random forest , breast mass
-100.0 random forest , celiac disease
-100.0 random forest , cell shape
-100.0 random forest , cerebral cortex
-100.0 random forest , comparative genomics
-100.0 random forest , emergency room
-100.0 random forest , frontotemporal dementia
-100.0 random forest , genetic diversity
-100.0 random forest , genetic interactions
-100.0 random forest , messenger rna
-100.0 random forest , microsatellite instability
-100.0 random forest , missense mutations
-100.0 random forest , mitochondrial proteins
-100.0 random forest , optic nerve head
-100.0 random forest , peripheral neuropathy
-100.0 random forest , post-traumatic stress disorder
-100.0 random forest , promoter methylation
-100.0 random forest , protein profiles
-100.0 random forest , proteomic classifier
-100.0 random forest , secreted proteins
-100.0 random forest , standard automated perimetry
-100.0 random forest , structural alerts
-100.0 random forest , thyroid cancer
-100.0 random subspace , clinical decision
-100.0 random subspace , clinical decision support system
-100.0 random subspace , clinical decision support systems
-100.0 random subspace , expression profiles
-100.0 random subspace , gene expression profile
-100.0 random subspace , lung nodule
-100.0 random subspace , microscopy images
-100.0 random subspace , protein subcellular localization
-100.0 random subspace , pulmonary nodule
-100.0 random walk , antibiotic resistance
-100.0 random walk , episodic memory
-100.0 random walk , gram-negative bacteria
-100.0 random walk , lower extremity
-100.0 random walk , lymph node
-100.0 random walk , lymph nodes
-100.0 random walk , protein classification
-100.0 random walk , public health
-100.0 random walk , spinal cord
-100.0 random walk , spinal cord injury
-100.0 rbf kernel , cell line
-100.0 rbf kernel , cell lines
-100.0 rbf kernel , clinical diagnosis
-100.0 rbf kernel , drugs
-100.0 rbf kernel , human immunodeficiency virus
-100.0 rbf kernel , in vivo
-100.0 rbf kernel , lower extremity
-100.0 rbf kernel , multiple sclerosis
-100.0 rbf kernel , muscle fatigue
-100.0 rbf kernel , risk prediction
-100.0 rbf kernel , target protein
-100.0 rbf kernel , treatment outcome
-100.0 rdp classifier , human papillomavirus
-100.0 receiver operating characteristic , cancer biomarkers
-100.0 receiver operating characteristic , cerebral cortex
-100.0 receiver operating characteristic , cleavage site
-100.0 receiver operating characteristic , common diseases
-100.0 receiver operating characteristic , computer-assisted diagnosis
-100.0 receiver operating characteristic , cortical surface
-100.0 receiver operating characteristic , ct colonography
-100.0 receiver operating characteristic , developing countries
-100.0 receiver operating characteristic , digital pathology
-100.0 receiver operating characteristic , disease outbreaks
-100.0 receiver operating characteristic , drug delivery
-100.0 receiver operating characteristic , elderly people
-100.0 receiver operating characteristic , emergency room
-100.0 receiver operating characteristic , fault diagnosis
-100.0 receiver operating characteristic , fine needle aspiration
-100.0 receiver operating characteristic , gait cycle
-100.0 receiver operating characteristic , measurement error
-100.0 receiver operating characteristic , medial temporal lobe
-100.0 receiver operating characteristic , mhc class ii
-100.0 receiver operating characteristic , microarray analysis
-100.0 receiver operating characteristic , missense mutations
-100.0 receiver operating characteristic , molecular biology
-100.0 receiver operating characteristic , multidrug resistance
-100.0 receiver operating characteristic , neural activity
-100.0 receiver operating characteristic , neuromuscular disorders
-100.0 receiver operating characteristic , nuclear medicine
-100.0 receiver operating characteristic , peptide binding
-100.0 receiver operating characteristic , personal data
-100.0 receiver operating characteristic , personal health
-100.0 receiver operating characteristic , pharmacokinetic parameters
-100.0 receiver operating characteristic , preterm birth
-100.0 receiver operating characteristic , protein profiles
-100.0 receiver operating characteristic , rna-protein interactions
-100.0 receiver operating characteristic , single cell
-100.0 receiver operating characteristic , tissue classification
-100.0 receiver operating characteristic , waist circumference
-100.0 recognition system , biomedical literature
-100.0 recognition system , bipolar disorder
-100.0 recognition system , brain diseases
-100.0 recognition system , brain tumor
-100.0 recognition system , breast lesion
-100.0 recognition system , cancer classification
-100.0 recognition system , chest ct
-100.0 recognition system , clinical text
-100.0 recognition system , computed tomography
-100.0 recognition system , congestive heart failure
-100.0 recognition system , data resources
-100.0 recognition system , diabetes mellitus
-100.0 recognition system , diagnostic accuracy
-100.0 recognition system , digital mammography
-100.0 recognition system , disease diagnosis
-100.0 recognition system , expression profiles
-100.0 recognition system , food intake
-100.0 recognition system , gene expression
-100.0 recognition system , gene expression profile
-100.0 recognition system , gene selection
-100.0 recognition system , glioblastoma multiforme
-100.0 recognition system , heart failure
-100.0 recognition system , high risk
-100.0 recognition system , long-term monitoring
-100.0 recognition system , magnetic resonance
-100.0 recognition system , magnetic resonance spectroscopy
-100.0 recognition system , mental health
-100.0 recognition system , mood disorders
-100.0 recognition system , neural activity
-100.0 recognition system , patient care
-100.0 recognition system , protein
-100.0 recognition system , species identification
-100.0 recognition system , world health organization
-100.0 recurrent neural network , amino acid composition
-100.0 recurrent neural network , neuronal activity
-100.0 recurrent neural network , peptide binding
-100.0 recurrent neural network , protein folding
-100.0 recurrent neural network , pseudo amino acid composition
-100.0 recurrent neural network , signaling pathways
-100.0 recursive feature elimination , blood flow
-100.0 recursive feature elimination , breast mri
-100.0 recursive feature elimination , breast tumor
